date,amount,vendor,location,transaction_type
2024-02-09,7031,Swiggy,Mumbai,Transfer
2024-01-12,113812,Unknown,Pune,Transfer
2024-02-05,173113,Unknown,Bangalore,Online
2024-01-08,6546,Zomato,Mumbai,Online
2024-01-29,131235,Unknown,Pune,Food
2024-02-17,126699,Unknown,Mumbai,Transfer
2024-02-10,147703,Unknown,Mumbai,Food
2024-01-20,7206,Swiggy,Bangalore,Food
2024-01-16,6278,Swiggy,Pune,Online
2024-03-01,3917,Swiggy,Mumbai,Transfer
2024-02-23,3058,Flipkart,Bangalore,Online
2024-01-05,4888,Swiggy,Bangalore,Food
2024-01-14,1905,Amazon,Pune,Food
2024-01-19,5095,Zomato,Pune,Food
2024-02-27,293571,Unknown,Mumbai,Online
2024-02-29,5787,Flipkart,Pune,Online
2024-02-17,1608,Swiggy,Delhi,Food
2024-01-05,2530,Zomato,Delhi,Food
2024-01-24,2935,Swiggy,Bangalore,Online
2024-02-21,1489,Amazon,Bangalore,Food
2024-01-04,4766,Zomato,Delhi,Transfer
2024-01-28,2393,Flipkart,Mumbai,Online
2024-02-17,232021,Unknown,Mumbai,Online
2024-02-22,6954,Swiggy,Mumbai,Food
2024-02-16,2142,Amazon,Pune,Transfer
2024-02-03,9821,Amazon,Delhi,Food
2024-01-07,4357,Amazon,Pune,Online
2024-02-07,5365,Zomato,Bangalore,Transfer
2024-01-31,2513,Amazon,Delhi,Transfer
2024-01-07,215341,Unknown,Bangalore,Food
2024-02-18,3395,Zomato,Pune,Food
2024-01-12,2733,Zomato,Mumbai,Food
2024-03-01,4752,Flipkart,Mumbai,Food
2024-02-11,4316,Zomato,Delhi,Transfer
2024-02-16,5154,Zomato,Bangalore,Food
2024-01-22,2512,Zomato,Pune,Food
2024-01-30,1050,Swiggy,Pune,Food
2024-01-15,4813,Zomato,Pune,Online
2024-02-18,5605,Swiggy,Mumbai,Transfer
2024-01-13,3560,Flipkart,Mumbai,Online
2024-02-24,5606,Swiggy,Delhi,Food
2024-02-11,1746,Zomato,Delhi,Online
2024-02-20,4943,Flipkart,Bangalore,Food
2024-02-26,212834,Unknown,Delhi,Transfer
2024-01-21,2400,Swiggy,Pune,Food
2024-02-22,8393,Swiggy,Mumbai,Food
2024-01-23,276022,Unknown,Pune,Transfer
2024-01-15,61994,Unknown,Mumbai,Online
2024-01-13,906,Zomato,Pune,Online
2024-01-11,2740,Amazon,Delhi,Online
2024-01-20,7863,Flipkart,Mumbai,Transfer
2024-01-02,135598,Unknown,Delhi,Transfer
2024-02-05,9142,Zomato,Bangalore,Online
2024-01-20,4062,Zomato,Delhi,Transfer
2024-02-27,9988,Zomato,Delhi,Transfer
2024-01-19,2318,Zomato,Pune,Food
2024-02-29,68678,Unknown,Bangalore,Food
2024-01-11,279130,Unknown,Pune,Food
2024-02-19,2783,Flipkart,Delhi,Online
2024-01-08,8617,Zomato,Delhi,Food
2024-01-29,658,Flipkart,Delhi,Transfer
2024-01-01,193291,Unknown,Delhi,Online
2024-01-15,9696,Amazon,Pune,Online
2024-02-12,8543,Zomato,Bangalore,Online
2024-02-19,1143,Swiggy,Bangalore,Transfer
2024-02-03,197431,Unknown,Delhi,Transfer
2024-02-12,8053,Amazon,Delhi,Food
2024-01-28,1153,Zomato,Delhi,Online
2024-02-16,3377,Zomato,Delhi,Online
2024-02-28,1172,Swiggy,Mumbai,Online
2024-01-05,4016,Amazon,Delhi,Online
2024-01-01,4769,Flipkart,Mumbai,Online
2024-02-25,65401,Unknown,Mumbai,Transfer
2024-01-24,146985,Unknown,Mumbai,Transfer
2024-01-04,5274,Flipkart,Delhi,Food
2024-02-25,7179,Amazon,Mumbai,Food
2024-02-09,105200,Unknown,Mumbai,Transfer
2024-02-29,9821,Zomato,Delhi,Transfer
2024-02-09,1181,Zomato,Mumbai,Transfer
2024-01-29,6258,Amazon,Mumbai,Online
2024-01-14,6572,Zomato,Delhi,Online
2024-01-07,2789,Flipkart,Bangalore,Food
2024-02-23,9007,Swiggy,Mumbai,Food
2024-02-02,4158,Swiggy,Bangalore,Food
2024-01-17,931,Amazon,Bangalore,Online
2024-02-28,254306,Unknown,Mumbai,Online
2024-02-02,9396,Amazon,Bangalore,Transfer
2024-01-20,967,Amazon,Delhi,Food
2024-02-07,9567,Swiggy,Bangalore,Food
2024-01-05,9671,Swiggy,Mumbai,Online
2024-01-30,6110,Amazon,Pune,Online
2024-02-28,5336,Amazon,Bangalore,Transfer
2024-01-28,82652,Unknown,Delhi,Food
2024-03-01,7620,Flipkart,Mumbai,Transfer
2024-02-11,5695,Flipkart,Pune,Food
2024-02-14,1745,Amazon,Pune,Transfer
2024-01-15,5129,Flipkart,Pune,Transfer
2024-01-29,9092,Zomato,Pune,Food
2024-02-12,3449,Flipkart,Mumbai,Online
2024-01-10,6240,Swiggy,Mumbai,Food
2024-01-18,9986,Amazon,Pune,Transfer
2024-02-27,7489,Zomato,Bangalore,Food
2024-01-23,2609,Zomato,Mumbai,Online
2024-01-13,165261,Unknown,Delhi,Food
2024-02-22,3671,Amazon,Mumbai,Online
2024-02-03,3844,Flipkart,Pune,Online
2024-01-31,6009,Swiggy,Delhi,Online
2024-01-07,5429,Amazon,Bangalore,Transfer
2024-02-09,1961,Flipkart,Bangalore,Food
2024-02-19,50951,Unknown,Bangalore,Online
2024-02-06,3946,Flipkart,Mumbai,Online
2024-01-28,3480,Swiggy,Mumbai,Food
2024-02-01,8482,Zomato,Bangalore,Food
2024-01-21,4584,Flipkart,Bangalore,Transfer
2024-01-18,952,Swiggy,Pune,Food
2024-01-04,135183,Unknown,Delhi,Food
2024-01-19,1028,Flipkart,Pune,Food
2024-01-03,1529,Zomato,Delhi,Online
2024-01-02,3974,Swiggy,Pune,Online
2024-02-11,6206,Flipkart,Delhi,Transfer
2024-01-25,5733,Zomato,Pune,Food
2024-02-05,127607,Unknown,Mumbai,Transfer
2024-02-02,6152,Flipkart,Delhi,Online
2024-01-02,2943,Swiggy,Mumbai,Online
2024-02-06,5258,Zomato,Pune,Food
2024-01-19,235956,Unknown,Pune,Online
2024-02-27,6071,Swiggy,Pune,Food
2024-02-09,3495,Zomato,Pune,Transfer
2024-01-31,252287,Unknown,Mumbai,Online
2024-02-15,8805,Zomato,Pune,Online
2024-02-11,2319,Zomato,Mumbai,Transfer
2024-01-31,199394,Unknown,Bangalore,Online
2024-02-24,3284,Flipkart,Pune,Online
2024-02-28,4749,Flipkart,Delhi,Food
2024-01-01,951,Amazon,Delhi,Online
2024-01-10,94802,Unknown,Mumbai,Online
2024-01-05,234089,Unknown,Delhi,Transfer
2024-01-25,95304,Unknown,Delhi,Transfer
2024-02-22,4946,Flipkart,Bangalore,Transfer
2024-02-04,8555,Zomato,Delhi,Online
2024-02-28,6283,Flipkart,Bangalore,Online
2024-01-22,242812,Unknown,Mumbai,Transfer
2024-02-19,915,Swiggy,Mumbai,Online
2024-02-02,9577,Zomato,Delhi,Food
2024-02-16,5927,Swiggy,Bangalore,Food
2024-02-21,151197,Unknown,Pune,Food
2024-01-30,4949,Amazon,Delhi,Transfer
2024-01-26,5913,Amazon,Mumbai,Online
2024-02-28,234832,Unknown,Pune,Transfer
2024-02-26,51433,Unknown,Bangalore,Online
2024-01-19,915,Zomato,Delhi,Online
2024-02-02,8552,Zomato,Delhi,Food
2024-02-26,1165,Flipkart,Pune,Food
2024-02-08,2304,Flipkart,Mumbai,Online
2024-01-14,9303,Flipkart,Delhi,Food
2024-02-12,9335,Zomato,Bangalore,Transfer
2024-01-25,8307,Flipkart,Pune,Online
2024-02-03,9052,Zomato,Mumbai,Food
2024-01-10,5257,Zomato,Delhi,Food
2024-01-12,5181,Zomato,Mumbai,Food
2024-01-24,156221,Unknown,Mumbai,Food
2024-02-06,185287,Unknown,Delhi,Online
2024-01-24,3041,Flipkart,Mumbai,Online
2024-01-30,182848,Unknown,Pune,Food
2024-01-08,7021,Swiggy,Mumbai,Online
2024-01-28,1393,Swiggy,Pune,Transfer
2024-01-23,7781,Flipkart,Mumbai,Transfer
2024-01-29,9920,Swiggy,Delhi,Food
2024-01-26,6468,Swiggy,Bangalore,Transfer
2024-01-30,5120,Flipkart,Bangalore,Food
2024-01-03,2338,Zomato,Pune,Online
2024-02-04,2613,Swiggy,Pune,Online
2024-02-13,9471,Flipkart,Bangalore,Online
2024-01-08,3751,Flipkart,Mumbai,Transfer
2024-02-23,223711,Unknown,Bangalore,Transfer
2024-02-25,285505,Unknown,Bangalore,Food
2024-01-11,4940,Flipkart,Pune,Transfer
2024-01-28,75502,Unknown,Bangalore,Online
2024-02-29,7670,Swiggy,Pune,Food
2024-01-02,5655,Flipkart,Bangalore,Online
2024-02-23,91825,Unknown,Mumbai,Online
2024-01-09,58834,Unknown,Bangalore,Transfer
2024-01-08,8355,Amazon,Bangalore,Food
2024-02-02,175269,Unknown,Bangalore,Food
2024-01-16,7440,Amazon,Pune,Online
2024-01-28,9937,Amazon,Pune,Online
2024-01-08,6926,Swiggy,Pune,Transfer
2024-01-26,234536,Unknown,Mumbai,Food
2024-02-08,6221,Zomato,Pune,Transfer
2024-02-16,4128,Amazon,Mumbai,Food
2024-01-17,5198,Flipkart,Pune,Transfer
2024-01-03,7477,Swiggy,Delhi,Food
2024-01-12,273377,Unknown,Pune,Transfer
2024-02-27,746,Amazon,Mumbai,Food
2024-01-14,4916,Flipkart,Bangalore,Food
2024-01-28,1330,Flipkart,Delhi,Transfer
2024-01-22,138595,Unknown,Bangalore,Online
2024-02-05,5124,Zomato,Pune,Transfer
2024-02-24,1220,Amazon,Pune,Food
2024-02-14,9379,Amazon,Pune,Online
2024-01-01,7707,Zomato,Pune,Transfer
2024-02-24,3110,Amazon,Delhi,Online
2024-01-26,6626,Amazon,Delhi,Food
2024-02-22,8245,Flipkart,Delhi,Food
2024-01-18,2924,Amazon,Bangalore,Online
2024-01-25,8570,Swiggy,Bangalore,Food
2024-02-11,2172,Amazon,Mumbai,Transfer
2024-01-04,285251,Unknown,Mumbai,Food
2024-01-13,163109,Unknown,Bangalore,Food
2024-01-21,6229,Zomato,Bangalore,Online
2024-01-20,193550,Unknown,Delhi,Online
2024-01-04,91636,Unknown,Bangalore,Online
2024-02-14,2977,Flipkart,Mumbai,Online
2024-02-02,2978,Flipkart,Bangalore,Online
2024-01-06,58328,Unknown,Mumbai,Online
2024-01-25,3818,Swiggy,Mumbai,Transfer
2024-01-16,9490,Amazon,Mumbai,Transfer
2024-01-02,5047,Swiggy,Delhi,Food
2024-01-31,85146,Unknown,Delhi,Online
2024-02-10,79246,Unknown,Bangalore,Online
2024-02-25,72321,Unknown,Mumbai,Online
2024-01-15,197562,Unknown,Bangalore,Transfer
2024-01-31,2369,Flipkart,Delhi,Transfer
2024-02-08,5489,Zomato,Bangalore,Food
2024-01-02,6127,Swiggy,Bangalore,Online
2024-02-07,6378,Swiggy,Pune,Transfer
2024-02-26,8817,Zomato,Bangalore,Transfer
2024-01-15,3647,Amazon,Pune,Food
2024-01-10,258228,Unknown,Pune,Food
2024-02-19,4214,Zomato,Mumbai,Food
2024-01-08,65300,Unknown,Pune,Food
2024-02-17,5909,Swiggy,Delhi,Online
2024-01-29,4054,Zomato,Pune,Transfer
2024-01-23,6258,Flipkart,Mumbai,Food
2024-01-17,5938,Amazon,Mumbai,Online
2024-02-08,276605,Unknown,Delhi,Online
2024-01-10,4531,Zomato,Pune,Food
2024-01-27,1813,Flipkart,Pune,Online
2024-01-27,7751,Zomato,Bangalore,Online
2024-02-08,3668,Flipkart,Delhi,Food
2024-02-23,130300,Unknown,Mumbai,Transfer
2024-02-26,6099,Swiggy,Delhi,Food
2024-01-23,4705,Swiggy,Bangalore,Online
2024-02-26,9919,Zomato,Bangalore,Transfer
2024-01-05,6359,Swiggy,Delhi,Transfer
2024-02-27,3525,Amazon,Delhi,Transfer
2024-01-20,9300,Swiggy,Mumbai,Online
2024-02-26,9750,Flipkart,Pune,Food
2024-01-01,3238,Zomato,Bangalore,Transfer
2024-01-01,2071,Flipkart,Delhi,Online
2024-01-06,225939,Unknown,Delhi,Food
2024-02-02,5145,Swiggy,Mumbai,Online
2024-02-16,2910,Swiggy,Mumbai,Online
2024-01-10,9034,Amazon,Delhi,Transfer
2024-01-02,4599,Flipkart,Delhi,Transfer
2024-01-25,2428,Amazon,Delhi,Transfer
2024-01-27,9947,Flipkart,Pune,Transfer
2024-03-01,5754,Amazon,Bangalore,Food
2024-01-06,6751,Swiggy,Delhi,Transfer
2024-02-20,4802,Zomato,Mumbai,Food
2024-01-11,2965,Zomato,Bangalore,Online
2024-01-27,1723,Flipkart,Bangalore,Online
2024-02-03,4504,Swiggy,Pune,Online
2024-01-05,92446,Unknown,Bangalore,Online
2024-02-10,8227,Swiggy,Mumbai,Transfer
2024-02-03,3655,Flipkart,Delhi,Online
2024-01-07,196852,Unknown,Bangalore,Transfer
2024-02-16,1680,Amazon,Delhi,Food
2024-01-18,5159,Amazon,Bangalore,Transfer
2024-01-06,6111,Amazon,Delhi,Online
2024-02-14,131950,Unknown,Mumbai,Food
2024-01-07,9419,Flipkart,Mumbai,Transfer
2024-01-19,8544,Swiggy,Pune,Transfer
2024-02-29,3733,Amazon,Pune,Online
2024-02-21,2305,Swiggy,Mumbai,Food
2024-02-06,8746,Swiggy,Pune,Food
2024-01-04,3784,Swiggy,Pune,Online
2024-01-30,4177,Amazon,Bangalore,Online
2024-02-09,1182,Zomato,Pune,Online
2024-01-30,6742,Flipkart,Mumbai,Transfer
2024-01-18,2500,Zomato,Mumbai,Transfer
2024-03-01,8490,Flipkart,Delhi,Food
2024-01-05,4260,Swiggy,Delhi,Transfer
2024-02-16,2732,Amazon,Pune,Food
2024-01-28,8525,Flipkart,Bangalore,Transfer
2024-02-10,8500,Zomato,Delhi,Food
2024-02-04,58512,Unknown,Pune,Food
2024-02-08,8352,Flipkart,Mumbai,Transfer
2024-01-04,1646,Zomato,Mumbai,Transfer
2024-02-03,130244,Unknown,Bangalore,Food
2024-02-24,158269,Unknown,Bangalore,Transfer
2024-01-03,2468,Amazon,Delhi,Transfer
2024-02-27,5987,Zomato,Delhi,Food
2024-01-06,6881,Amazon,Bangalore,Transfer
2024-01-25,9840,Flipkart,Delhi,Food
2024-02-24,1229,Flipkart,Pune,Transfer
2024-02-12,5459,Zomato,Mumbai,Online
2024-02-25,7352,Flipkart,Pune,Online
2024-01-27,5320,Zomato,Delhi,Transfer
2024-02-22,4158,Zomato,Mumbai,Transfer
2024-02-19,6156,Swiggy,Delhi,Transfer
2024-01-10,5859,Zomato,Delhi,Transfer
2024-01-05,9838,Swiggy,Bangalore,Online
2024-02-02,127401,Unknown,Delhi,Food
2024-02-29,2826,Amazon,Bangalore,Online
2024-02-12,223122,Unknown,Delhi,Food
2024-01-02,6273,Flipkart,Bangalore,Transfer
2024-01-27,3289,Flipkart,Mumbai,Food
2024-02-26,2753,Amazon,Pune,Transfer
2024-01-22,8962,Zomato,Mumbai,Food
2024-01-26,504,Amazon,Bangalore,Online
2024-02-09,8036,Flipkart,Bangalore,Transfer
2024-01-05,7069,Swiggy,Bangalore,Online
2024-02-22,3697,Zomato,Bangalore,Food
2024-01-26,6554,Swiggy,Mumbai,Online
2024-01-23,270684,Unknown,Pune,Online
2024-01-11,2505,Flipkart,Bangalore,Food
2024-02-27,2253,Zomato,Pune,Food
2024-02-09,164520,Unknown,Delhi,Food
2024-02-12,8073,Amazon,Bangalore,Online
2024-02-22,8901,Zomato,Mumbai,Online
2024-02-09,9573,Amazon,Bangalore,Online
2024-02-10,274096,Unknown,Mumbai,Online
2024-02-10,5660,Flipkart,Delhi,Food
2024-01-26,3066,Flipkart,Bangalore,Transfer
2024-02-13,6301,Zomato,Mumbai,Food
2024-02-29,3117,Flipkart,Delhi,Food
2024-01-02,6168,Flipkart,Bangalore,Online
2024-01-09,8927,Amazon,Bangalore,Transfer
2024-02-23,6399,Swiggy,Pune,Online
2024-01-26,5249,Flipkart,Bangalore,Transfer
2024-01-05,2611,Zomato,Delhi,Transfer
2024-01-25,209863,Unknown,Pune,Food
2024-01-17,7932,Zomato,Mumbai,Transfer
2024-02-28,2768,Zomato,Pune,Online
2024-01-24,6285,Flipkart,Mumbai,Online
2024-01-04,83167,Unknown,Mumbai,Online
2024-01-04,3763,Zomato,Mumbai,Food
2024-02-17,1709,Flipkart,Pune,Transfer
2024-01-18,125030,Unknown,Pune,Food
2024-02-16,73037,Unknown,Pune,Food
2024-01-25,1052,Zomato,Delhi,Transfer
2024-01-06,7517,Amazon,Bangalore,Online
2024-01-02,98266,Unknown,Bangalore,Food
2024-02-12,6802,Swiggy,Pune,Transfer
2024-02-14,183173,Unknown,Pune,Online
2024-01-20,8986,Zomato,Delhi,Online
2024-01-14,7000,Zomato,Mumbai,Transfer
2024-01-02,8781,Flipkart,Pune,Online
2024-02-27,4066,Swiggy,Mumbai,Online
2024-01-01,9090,Swiggy,Bangalore,Food
2024-02-08,108034,Unknown,Mumbai,Food
2024-02-15,174399,Unknown,Bangalore,Food
2024-02-06,8435,Flipkart,Bangalore,Online
2024-02-10,5249,Swiggy,Delhi,Transfer
2024-02-06,1933,Flipkart,Mumbai,Transfer
2024-01-10,5059,Amazon,Pune,Food
2024-02-25,2653,Amazon,Pune,Online
2024-01-12,5259,Flipkart,Pune,Online
2024-01-14,2953,Amazon,Mumbai,Transfer
2024-02-29,5626,Amazon,Delhi,Food
2024-01-20,1638,Zomato,Bangalore,Online
2024-01-20,6312,Amazon,Bangalore,Transfer
2024-01-20,1568,Swiggy,Mumbai,Food
2024-01-30,4808,Flipkart,Mumbai,Food
2024-01-23,2001,Swiggy,Bangalore,Food
2024-02-14,5249,Amazon,Mumbai,Transfer
2024-02-08,8075,Flipkart,Pune,Food
2024-01-05,7034,Swiggy,Mumbai,Transfer
2024-02-07,5092,Zomato,Delhi,Transfer
2024-01-29,9414,Flipkart,Delhi,Transfer
2024-02-22,4131,Zomato,Delhi,Online
2024-01-24,5407,Flipkart,Bangalore,Online
2024-01-09,2299,Swiggy,Bangalore,Online
2024-02-26,162659,Unknown,Mumbai,Food
2024-01-18,192893,Unknown,Bangalore,Food
2024-01-08,5166,Amazon,Mumbai,Online
2024-01-18,922,Flipkart,Bangalore,Online
2024-01-31,173160,Unknown,Delhi,Online
2024-02-12,270206,Unknown,Bangalore,Online
2024-01-24,122386,Unknown,Delhi,Transfer
2024-01-03,7221,Zomato,Bangalore,Transfer
2024-01-19,9786,Zomato,Delhi,Food
2024-01-06,1136,Zomato,Bangalore,Food
2024-02-13,6721,Swiggy,Pune,Online
2024-02-13,3351,Zomato,Mumbai,Online
2024-01-24,200314,Unknown,Bangalore,Transfer
2024-02-26,5330,Flipkart,Bangalore,Online
2024-01-04,8006,Amazon,Delhi,Transfer
2024-02-17,3331,Amazon,Bangalore,Online
2024-01-27,9193,Flipkart,Delhi,Food
2024-02-03,6779,Flipkart,Pune,Food
2024-01-02,183081,Unknown,Pune,Transfer
2024-01-13,236674,Unknown,Delhi,Transfer
2024-02-16,3330,Swiggy,Mumbai,Food
2024-01-27,3280,Swiggy,Delhi,Food
2024-02-25,9514,Amazon,Mumbai,Food
2024-02-22,6147,Amazon,Pune,Online
2024-01-30,4029,Amazon,Mumbai,Food
2024-01-31,3489,Flipkart,Delhi,Online
2024-02-05,133340,Unknown,Delhi,Online
2024-02-17,6976,Flipkart,Mumbai,Food
2024-02-09,6698,Flipkart,Mumbai,Online
2024-01-07,1216,Swiggy,Mumbai,Transfer
2024-02-07,4387,Amazon,Mumbai,Transfer
2024-01-24,5324,Amazon,Bangalore,Transfer
2024-01-03,7073,Zomato,Pune,Online
2024-02-29,286698,Unknown,Mumbai,Online
2024-02-10,7609,Zomato,Delhi,Online
2024-02-13,4759,Swiggy,Pune,Transfer
2024-02-11,8687,Swiggy,Pune,Online
2024-01-16,9716,Flipkart,Bangalore,Online
2024-02-20,1450,Amazon,Pune,Online
2024-03-01,9341,Zomato,Bangalore,Food
2024-02-18,231598,Unknown,Mumbai,Food
2024-02-07,4609,Flipkart,Delhi,Food
2024-02-09,5373,Flipkart,Mumbai,Transfer
2024-02-20,1564,Amazon,Delhi,Online
2024-02-04,3484,Zomato,Delhi,Food
2024-01-17,859,Flipkart,Bangalore,Online
2024-01-22,4187,Amazon,Delhi,Food
2024-02-27,161974,Unknown,Delhi,Online
2024-01-05,3188,Zomato,Delhi,Transfer
2024-01-01,65435,Unknown,Mumbai,Transfer
2024-01-10,215918,Unknown,Delhi,Food
2024-01-23,6733,Swiggy,Mumbai,Transfer
2024-02-26,150971,Unknown,Mumbai,Online
2024-01-13,73441,Unknown,Delhi,Online
2024-01-14,2554,Swiggy,Pune,Transfer
2024-01-22,5686,Swiggy,Delhi,Online
2024-02-20,6381,Flipkart,Mumbai,Food
2024-01-12,3133,Zomato,Pune,Food
2024-02-07,5240,Amazon,Delhi,Transfer
2024-02-08,712,Flipkart,Delhi,Food
2024-01-02,9466,Zomato,Pune,Transfer
2024-02-27,5488,Flipkart,Pune,Food
2024-02-08,199818,Unknown,Mumbai,Online
2024-01-12,4146,Swiggy,Pune,Transfer
2024-01-18,1401,Swiggy,Mumbai,Food
2024-02-16,7187,Swiggy,Delhi,Food
2024-01-01,89118,Unknown,Delhi,Transfer
2024-02-05,4671,Amazon,Bangalore,Food
2024-02-02,3754,Amazon,Bangalore,Transfer
2024-01-30,1961,Swiggy,Mumbai,Transfer
2024-01-15,9286,Flipkart,Mumbai,Online
2024-01-03,253593,Unknown,Mumbai,Food
2024-01-31,5764,Amazon,Bangalore,Online
2024-01-09,259992,Unknown,Delhi,Transfer
2024-02-07,2779,Swiggy,Pune,Food
2024-01-18,6906,Zomato,Pune,Online
2024-01-22,8795,Swiggy,Delhi,Food
2024-01-24,6970,Swiggy,Bangalore,Transfer
2024-01-05,1541,Swiggy,Bangalore,Transfer
2024-01-13,78049,Unknown,Delhi,Food
2024-01-02,1485,Zomato,Mumbai,Food
2024-01-29,5601,Flipkart,Delhi,Food
2024-01-09,8402,Swiggy,Pune,Transfer
2024-01-25,2212,Swiggy,Bangalore,Transfer
2024-02-17,9051,Flipkart,Bangalore,Transfer
2024-01-02,9079,Amazon,Mumbai,Food
2024-01-24,5896,Zomato,Delhi,Online
2024-01-02,1265,Amazon,Delhi,Online
2024-02-29,2072,Zomato,Pune,Food
2024-02-08,6903,Swiggy,Pune,Food
2024-01-27,9559,Swiggy,Delhi,Transfer
2024-01-01,5359,Amazon,Pune,Food
2024-01-05,5367,Swiggy,Mumbai,Food
2024-01-25,209033,Unknown,Bangalore,Online
2024-02-08,9229,Flipkart,Bangalore,Food
2024-02-19,121824,Unknown,Bangalore,Online
2024-01-22,7143,Flipkart,Mumbai,Food
2024-01-10,93677,Unknown,Delhi,Transfer
2024-02-29,4651,Swiggy,Pune,Transfer
2024-01-31,119741,Unknown,Bangalore,Transfer
2024-01-28,6656,Zomato,Mumbai,Food
2024-01-04,6898,Amazon,Pune,Food
2024-02-27,8763,Swiggy,Pune,Online
2024-01-25,77327,Unknown,Delhi,Online
2024-01-19,215146,Unknown,Pune,Transfer
2024-01-02,8205,Zomato,Mumbai,Online
2024-02-10,255677,Unknown,Bangalore,Transfer
2024-02-12,6516,Amazon,Bangalore,Online
2024-01-29,9181,Flipkart,Mumbai,Transfer
2024-01-29,6783,Zomato,Mumbai,Food
2024-02-17,97145,Unknown,Delhi,Food
2024-02-25,276420,Unknown,Pune,Transfer
2024-01-15,2421,Zomato,Mumbai,Transfer
2024-02-21,5058,Flipkart,Pune,Food
2024-01-30,5026,Swiggy,Pune,Food
2024-02-18,3686,Swiggy,Pune,Food
2024-02-05,5444,Flipkart,Bangalore,Online
2024-01-07,60637,Unknown,Pune,Food
2024-01-02,1386,Zomato,Delhi,Transfer
2024-01-28,7053,Swiggy,Pune,Online
2024-01-08,172690,Unknown,Delhi,Food
2024-02-06,174125,Unknown,Pune,Online
2024-02-21,4026,Amazon,Delhi,Online
2024-02-01,4405,Zomato,Bangalore,Food
2024-02-08,5512,Swiggy,Delhi,Food
2024-01-26,593,Flipkart,Delhi,Transfer
2024-01-18,5629,Flipkart,Pune,Online
2024-02-01,122764,Unknown,Bangalore,Online
2024-02-03,4042,Amazon,Bangalore,Online
2024-02-25,2389,Amazon,Pune,Transfer
2024-01-15,9643,Zomato,Delhi,Food
2024-01-27,2926,Flipkart,Delhi,Online
2024-02-19,268003,Unknown,Delhi,Transfer
2024-02-05,2805,Zomato,Bangalore,Online
2024-02-01,195778,Unknown,Delhi,Online
2024-03-01,8174,Amazon,Delhi,Online
2024-02-28,6919,Zomato,Mumbai,Online
2024-02-08,1963,Zomato,Mumbai,Food
2024-02-07,162327,Unknown,Pune,Online
2024-02-07,7745,Amazon,Delhi,Online
2024-02-24,6744,Zomato,Bangalore,Transfer
2024-01-21,9996,Flipkart,Bangalore,Food
2024-02-09,4368,Zomato,Delhi,Food
2024-02-09,55252,Unknown,Pune,Food
2024-02-20,5241,Amazon,Delhi,Transfer
2024-01-17,221985,Unknown,Pune,Online
2024-01-11,5150,Swiggy,Delhi,Food
2024-02-21,1394,Swiggy,Delhi,Food
2024-02-02,5211,Amazon,Pune,Online
2024-02-29,3176,Amazon,Mumbai,Online
2024-02-11,92327,Unknown,Pune,Food
2024-01-27,2062,Flipkart,Pune,Online
2024-02-12,3424,Swiggy,Bangalore,Food
2024-02-10,7082,Zomato,Mumbai,Transfer
2024-02-21,173962,Unknown,Delhi,Online
2024-01-28,1677,Amazon,Mumbai,Online
2024-01-04,92026,Unknown,Delhi,Food
2024-01-06,8457,Flipkart,Delhi,Transfer
2024-02-10,6971,Flipkart,Mumbai,Food
2024-02-09,910,Amazon,Mumbai,Online
2024-02-20,3204,Swiggy,Pune,Online
2024-01-22,3179,Zomato,Pune,Online
2024-01-30,55094,Unknown,Bangalore,Food
2024-01-24,7111,Zomato,Bangalore,Online
2024-02-08,8775,Amazon,Bangalore,Food
2024-01-30,9875,Amazon,Pune,Transfer
2024-02-13,261832,Unknown,Mumbai,Transfer
2024-01-14,8182,Amazon,Bangalore,Online
2024-02-06,269966,Unknown,Mumbai,Food
2024-03-01,710,Amazon,Pune,Transfer
2024-02-27,3570,Flipkart,Delhi,Food
2024-01-11,98101,Unknown,Pune,Transfer
2024-02-24,124928,Unknown,Bangalore,Food
2024-02-27,179097,Unknown,Pune,Transfer
2024-02-24,3634,Zomato,Bangalore,Online
2024-01-15,6178,Amazon,Bangalore,Online
2024-02-26,4719,Swiggy,Bangalore,Food
2024-01-20,667,Swiggy,Pune,Online
2024-01-18,661,Flipkart,Delhi,Transfer
2024-01-12,8341,Zomato,Bangalore,Transfer
2024-01-28,8697,Zomato,Pune,Food
2024-02-11,1929,Swiggy,Bangalore,Food
2024-01-24,166341,Unknown,Delhi,Online
2024-02-23,3472,Swiggy,Bangalore,Online
2024-02-18,9494,Flipkart,Bangalore,Online
2024-01-08,8975,Swiggy,Pune,Online
2024-02-10,66621,Unknown,Bangalore,Online
2024-02-05,200903,Unknown,Pune,Online
2024-01-13,5860,Amazon,Pune,Transfer
2024-02-29,6086,Flipkart,Pune,Food
2024-01-02,7103,Flipkart,Bangalore,Food
2024-01-15,9331,Amazon,Pune,Online
2024-02-19,2697,Zomato,Delhi,Food
2024-01-14,167678,Unknown,Mumbai,Transfer
2024-03-01,143218,Unknown,Mumbai,Online
2024-01-13,781,Zomato,Mumbai,Food
2024-01-10,8153,Zomato,Mumbai,Online
2024-02-02,2761,Zomato,Pune,Transfer
2024-02-10,4171,Swiggy,Pune,Transfer
2024-02-21,7659,Flipkart,Mumbai,Transfer
2024-02-24,576,Swiggy,Delhi,Transfer
2024-01-22,3408,Flipkart,Bangalore,Online
2024-02-28,9353,Zomato,Pune,Transfer
